,PMCID,Class_mean
18378,['7812145'],Irrelevant
57920,['5039641'],Irrelevant
67649,['4335029'],Irrelevant
84491,['3167970'],Irrelevant
43291,['6202451'],Irrelevant
37755,['6734131'],Irrelevant
56624,['5233701'],Irrelevant
26184,['7070248'],Irrelevant
72830,['3915246'],Irrelevant
76081,['3629176'],Irrelevant
57413,['5156504'],Irrelevant
59103,['4969477'],Irrelevant
21311,['7352188'],Irrelevant
7653,['8122611'],Irrelevant
58725,['5005530'],Irrelevant
37412,['6466164'],Irrelevant
1021,['8467567'],Irrelevant
2969,['8359228'],Irrelevant
75091,['3810357'],Irrelevant
71553,['4032570'],Irrelevant
628,['8476830'],Irrelevant
25903,['7084191'],Irrelevant
81505,['3148964'],Irrelevant
70260,['4128718'],Irrelevant
26870,['7076883'],Irrelevant
20252,['7409103'],Irrelevant
45402,['6024763'],Irrelevant
79613,['3350388'],Irrelevant
19949,['7398966'],Irrelevant
84363,['2718701'],Irrelevant
62482,['4710983'],Irrelevant
13885,['7722741'],Irrelevant
84702,['2685279'],Irrelevant
52505,['5491915'],Irrelevant
9588,['7998672'],Irrelevant
1404,['8446325'],Irrelevant
57045,['5110521'],Irrelevant
33783,['6617859'],Irrelevant
44194,['6034384'],Irrelevant
29095,['6892798'],Irrelevant
32193,['6948066'],Irrelevant
5241,['8237532'],Irrelevant
9607,['7946895'],Irrelevant
49750,['5680696'],Irrelevant
84428,['2724382'],Irrelevant
53401,['5454974'],Irrelevant
77147,['3628228'],Irrelevant
80535,['3231801'],Irrelevant
74290,['3811445'],Irrelevant
46293,['5879578'],Irrelevant
73525,['3853068'],Irrelevant
26830,['7042716'],Irrelevant
69931,['4178423'],Irrelevant
858,['8470800'],Irrelevant
14415,['7726117'],Irrelevant
6143,['8204054'],Irrelevant
82675,['2984500'],Irrelevant
3472,['8287641'],Irrelevant
5209,['8232024'],Irrelevant
86721,['7091094'],Irrelevant
47290,['5821834'],Irrelevant
63639,['6074477'],Irrelevant
60449,['5005179'],Irrelevant
85065,['2621142'],Irrelevant
15881,['7641683'],Irrelevant
49276,['5700317'],Irrelevant
76557,['6269772'],Irrelevant
25636,['7179436'],Irrelevant
80395,['3768705'],Irrelevant
84751,['7126855'],Irrelevant
66262,['4437500'],Irrelevant
75052,['6270522'],Irrelevant
82955,['2924888'],Irrelevant
70244,['4130105'],Irrelevant
17316,['7518246'],Irrelevant
75725,['3676984'],Irrelevant
58342,['5839710'],Irrelevant
10249,['7996241'],Irrelevant
44161,['6028436'],Irrelevant
76932,['3552959'],Irrelevant
69263,['4287475'],Irrelevant
2937,['8367737'],Irrelevant
82266,['3108754'],Irrelevant
20246,['7412065'],Irrelevant
71579,['4008602'],Irrelevant
28570,['7023094'],Irrelevant
1394,['8446658'],Irrelevant
73275,['3882102'],Irrelevant
64582,['4560415'],Irrelevant
40146,['6282268'],Irrelevant
1725,['8427804'],Irrelevant
59556,['4927156'],Irrelevant
28512,['6932962'],Irrelevant
76180,['3623712'],Irrelevant
81293,['3159967'],Irrelevant
64425,['4571129'],Irrelevant
5225,['8211199'],Irrelevant
80585,['3217884'],Irrelevant
75933,['3652737'],Irrelevant
50405,['5626839'],Irrelevant
8241,['8070551'],Irrelevant
9383,['7998126'],Irrelevant
62237,['4735214'],Irrelevant
48452,['5712382'],Irrelevant
74711,['3766996'],Irrelevant
2569,['8389340'],Irrelevant
50921,['5585943'],Irrelevant
73648,['3841146'],Irrelevant
30607,['6805989'],Irrelevant
1820,['8406134'],Irrelevant
193,['8514841'],Irrelevant
15462,['7692786'],Irrelevant
58013,['5161048'],Irrelevant
4609,['8266838'],Irrelevant
3603,['8318242'],Irrelevant
87109,['1247665'],Irrelevant
47343,['6066861'],Irrelevant
21486,['7310250'],Irrelevant
61916,['4786923'],Irrelevant
20567,['7362424'],Irrelevant
70004,['4286403'],Irrelevant
45112,['6152214'],Irrelevant
31512,['6761534'],Irrelevant
85383,['2546438'],Irrelevant
22729,['7501097'],Irrelevant
13949,['7762153'],Irrelevant
52626,['5483268'],Irrelevant
26194,['7047167'],Irrelevant
46112,['5932190'],Irrelevant
55312,['5310062'],Irrelevant
31373,['6836121'],Irrelevant
5874,['8213364'],Irrelevant
62411,['4719214'],Irrelevant
71679,['4169106'],Irrelevant
38060,['6395948'],Irrelevant
34536,['6628390'],Irrelevant
20262,['7400150'],Irrelevant
67580,['4354961'],Irrelevant
50541,['5610523'],Irrelevant
56418,['5161481'],Irrelevant
6230,['8164403'],Irrelevant
56179,['5513683'],Irrelevant
63269,['4660627'],Irrelevant
2793,['8377987'],Irrelevant
17853,['7550191'],Irrelevant
179,['8472499'],Irrelevant
70682,['4085617'],Irrelevant
41697,['6213792'],Irrelevant
82966,['3046355'],Irrelevant
57309,['5090038'],Irrelevant
15247,['7652912'],Irrelevant
14908,['7696197'],Irrelevant
86972,['2202784'],Irrelevant
49016,['5870281'],Irrelevant
45503,['5940972'],Irrelevant
67305,['4394507'],Irrelevant
26939,['7011736'],Irrelevant
46141,['6086164'],Irrelevant
54832,['5340864'],Irrelevant
27254,['6989107'],Irrelevant
81055,['3238479'],Irrelevant
16066,['7608983'],Irrelevant
26451,['7025093'],Irrelevant
28461,['7187627'],Irrelevant
19340,['7464271'],Irrelevant
83003,['2932999'],Irrelevant
33528,['6650452'],Irrelevant
30073,['6839180'],Irrelevant
40721,['6237391'],Irrelevant
43222,['6085682'],Irrelevant
6066,['8201057'],Irrelevant
63865,['4632391'],Irrelevant
49294,['5702503'],Irrelevant
70994,['4076982'],Irrelevant
10247,['7996359'],Irrelevant
67625,['4344759'],Irrelevant
4701,['8269402'],Irrelevant
52736,['5474871'],Irrelevant
23134,['7222482'],Irrelevant
4031,['8304397'],Irrelevant
27262,['6987154'],Irrelevant
56808,['5125646'],Irrelevant
69628,['4180052'],Irrelevant
15228,['7683577'],Irrelevant
4178,['8300106'],Irrelevant
15680,['7610049'],Irrelevant
16109,['7609863'],Irrelevant
45655,['6044557'],Irrelevant
10044,['7921080'],Irrelevant
33101,['6696424'],Irrelevant
20845,['7381351'],Irrelevant
1647,['8431472'],Irrelevant
66696,['6223899'],Irrelevant
9304,['8009627'],Irrelevant
76322,['3663675'],Irrelevant
59779,['4910111'],Irrelevant
58426,['5008833'],Irrelevant
53514,['5424369'],Irrelevant
9434,['8182231'],Irrelevant
380,['8491782'],Irrelevant
69600,['4197176'],Irrelevant
60707,['4886574'],Irrelevant
32877,['6701592'],Irrelevant
22884,['7248215'],Irrelevant
56551,['5147895'],Irrelevant
43714,['6164921'],Irrelevant
63704,['6332073'],Irrelevant
41057,['6305085'],Irrelevant
73429,['4029522'],Irrelevant
43556,['6460283'],Irrelevant
51279,['5568392'],Irrelevant
60785,['4841157'],Irrelevant
60458,['4860632'],Irrelevant
28894,['6914759'],Irrelevant
23,['8512963'],Irrelevant
10832,['7881244'],Irrelevant
2996,['8363268'],Irrelevant
46277,['6017372'],Irrelevant
6824,['8126270'],Irrelevant
22108,['7295116'],Irrelevant
45781,['5923091'],Irrelevant
59007,['4967996'],Irrelevant
9858,['7970050'],Irrelevant
10541,['7930072'],Irrelevant
46535,['7292295'],Irrelevant
86812,['7128555'],Irrelevant
51420,['5570225'],Irrelevant
17651,['7475018'],Irrelevant
26111,['7115743'],Irrelevant
22242,['7268710'],Irrelevant
59433,['5039521'],Irrelevant
64561,['4609035'],Irrelevant
14293,['7703927'],Irrelevant
33750,['6681031'],Irrelevant
56651,['5460249'],Irrelevant
72564,['3979872'],Irrelevant
48093,['5771624'],Irrelevant
21194,['7325272'],Irrelevant
4020,['8304684'],Irrelevant
44034,['6034824'],Irrelevant
48739,['5732201'],Irrelevant
47056,['5839057'],Irrelevant
31826,['6742795'],Irrelevant
33314,['6728740'],Irrelevant
48516,['5760098'],Irrelevant
53295,['5440559'],Irrelevant
43481,['6128377'],Irrelevant
1304,['8454092'],Irrelevant
16374,['7602707'],Irrelevant
10478,['7922942'],Irrelevant
21029,['7331632'],Irrelevant
49366,['5707554'],Irrelevant
4297,['8278357'],Irrelevant
45618,['5933762'],Irrelevant
41717,['6177413'],Irrelevant
85702,['2374696'],Irrelevant
71614,['4006929'],Irrelevant
63337,['4662369'],Irrelevant
48939,['5750463'],Irrelevant
42316,['6237608'],Irrelevant
18050,['7499337'],Irrelevant
11465,['7849469'],Irrelevant
86945,['6147983'],Irrelevant
13558,['7737996'],Irrelevant
10292,['7903693'],Irrelevant
2820,['8378232'],Irrelevant
67936,['4365682'],Irrelevant
36436,['6464183'],Irrelevant
70165,['4136842'],Irrelevant
61937,['5257174'],Irrelevant
31219,['6832137'],Irrelevant
87234,['7128940'],Irrelevant
3044,['8357960'],Irrelevant
65104,['4613434'],Irrelevant
42123,['6153800'],Irrelevant
62520,['4707298'],Irrelevant
39850,['6296134'],Irrelevant
30841,['6794824'],Irrelevant
66172,['4444844'],Irrelevant
50964,['5618203'],Irrelevant
26389,['7029519'],Irrelevant
59546,['4946121'],Irrelevant
18005,['7511668'],Irrelevant
68445,['4269195'],Irrelevant
49002,['5715006'],Irrelevant
72729,['4069400'],Irrelevant
84198,['2856147'],Irrelevant
50906,['5590699'],Irrelevant
75058,['3722296'],Irrelevant
43845,['6160971'],Irrelevant
39811,['6299229'],Irrelevant
56335,['5177880'],Irrelevant
12252,['7844857'],Irrelevant
69463,['4231597'],Irrelevant
7517,['8123490'],Irrelevant
83516,['2859369'],Irrelevant
71769,['4057637'],Irrelevant
72510,['3939630'],Irrelevant
47396,['5820615'],Irrelevant
47214,['5829097'],Irrelevant
14759,['7751757'],Irrelevant
73505,['6269796'],Irrelevant
60670,['4847912'],Irrelevant
65383,['4503429'],Irrelevant
35983,['6494816'],Irrelevant
15721,['7692076'],Irrelevant
16732,['7545306'],Irrelevant
76493,['3962194'],Irrelevant
44575,['6030662'],Irrelevant
52130,['7575625'],Irrelevant
24204,['7240516'],Irrelevant
58388,['5051299'],Irrelevant
86859,['1185540'],Irrelevant
30419,['6862025'],Irrelevant
36046,['6513825'],Irrelevant
40321,['6311630'],Irrelevant
11198,['7913889'],Irrelevant
52258,['5551185'],Irrelevant
30342,['6865212'],Irrelevant
80929,['3175628'],Irrelevant
21402,['7312110'],Irrelevant
59868,['6140290'],Irrelevant
46352,['5878422'],Irrelevant
85228,['2607285'],Irrelevant
11292,['7887307'],Irrelevant
75651,['3680342'],Irrelevant
19514,['7465970'],Irrelevant
12427,['7804131'],Irrelevant
41992,['6210697'],Irrelevant
54313,['5345333'],Irrelevant
31933,['6770883'],Irrelevant
26982,['7072661'],Irrelevant
37221,['6426963'],Irrelevant
17975,['7483080'],Irrelevant
61805,['4763235'],Irrelevant
68948,['4247970'],Irrelevant
9998,['8176453'],Irrelevant
61763,['4766442'],Irrelevant
595,['8435867'],Irrelevant
84425,['2731726'],Irrelevant
39885,['6310289'],Irrelevant
71910,['3979647'],Irrelevant
1000,['8467993'],Irrelevant
69889,['4152281'],Irrelevant
84326,['2727914'],Irrelevant
82635,['2989329'],Irrelevant
47875,['6017226'],Irrelevant
37656,['6476673'],Irrelevant
23847,['7182265'],Irrelevant
5714,['8225045'],Irrelevant
5809,['8217824'],Irrelevant
6777,['8117741'],Irrelevant
43345,['6086009'],Irrelevant
84323,['2744678'],Irrelevant
78255,['3490032'],Irrelevant
66099,['4451920'],Irrelevant
19579,['7463517'],Irrelevant
69021,['4428508'],Irrelevant
36443,['6487176'],Irrelevant
14530,['7732472'],Irrelevant
74427,['3773623'],Irrelevant
74345,['3784781'],Irrelevant
53323,['5444506'],Irrelevant
54674,['5353637'],Irrelevant
48243,['5828189'],Irrelevant
49113,['5712548'],Irrelevant
28348,['6957869'],Irrelevant
64995,['4529298'],Irrelevant
69630,['4177402'],Irrelevant
72390,['3975898'],Irrelevant
35784,['6567215'],Irrelevant
50042,['5750599'],Irrelevant
4544,['8276698'],Irrelevant
50703,['5618587'],Irrelevant
82738,['3018611'],Irrelevant
54133,['5386274'],Irrelevant
85424,['2519111'],Irrelevant
54407,['6154292'],Irrelevant
10194,['7956768'],Irrelevant
25659,['7143851'],Irrelevant
56725,['5509991'],Irrelevant
79900,['3280984'],Irrelevant
2692,['8385711'],Irrelevant
80882,['3190404'],Irrelevant
78961,['3374460'],Irrelevant
76609,['3579789'],Irrelevant
67493,['4418057'],Irrelevant
5022,['8248079'],Irrelevant
54994,['5331068'],Irrelevant
85832,['2246222'],Irrelevant
12712,['7801117'],Irrelevant
203,['8513827'],Irrelevant
51573,['5548895'],Irrelevant
75343,['3742206'],Irrelevant
63186,['4678291'],Irrelevant
87465,['2732560'],Irrelevant
61933,['4752598'],Irrelevant
40911,['6303497'],Irrelevant
15639,['7709699'],Irrelevant
11248,['7860044'],Irrelevant
10934,['7902796'],Irrelevant
44254,['6033193'],Irrelevant
6315,['8159006'],Irrelevant
12672,['7789067'],Irrelevant
7146,['8100301'],Irrelevant
65884,['4465323'],Irrelevant
4476,['8279511'],Irrelevant
31466,['6771270'],Irrelevant
74255,['3788757'],Irrelevant
5466,['8230467'],Irrelevant
47051,['5854266'],Irrelevant
38704,['6409779'],Irrelevant
82122,['3045373'],Irrelevant
26067,['7059949'],Irrelevant
37819,['6390734'],Irrelevant
60881,['4837800'],Irrelevant
78188,['3472319'],Irrelevant
61035,['4835653'],Irrelevant
81026,['3768791'],Irrelevant
47880,['5947729'],Irrelevant
45566,['6077150'],Irrelevant
5139,['8190293'],Irrelevant
62660,['4794938'],Irrelevant
8791,['8067098'],Irrelevant
78991,['3815331'],Irrelevant
12154,['7813391'],Irrelevant
62568,['4704421'],Irrelevant
85682,['2279261'],Irrelevant
39864,['6320867'],Irrelevant
38086,['6416599'],Irrelevant
19102,['7683349'],Irrelevant
68463,['4427466'],Irrelevant
31300,['6768452'],Irrelevant
68885,['4235430'],Irrelevant
70728,['4090902'],Irrelevant
990,['8468247'],Irrelevant
52889,['5469045'],Irrelevant
78520,['3437973'],Irrelevant
68795,['4452535'],Irrelevant
24710,['7371067'],Irrelevant
29855,['6963715'],Irrelevant
29213,['7057256'],Irrelevant
8711,['8042267'],Irrelevant
81855,['7166793'],Irrelevant
29687,['6864925'],Irrelevant
14528,['7732587'],Irrelevant
70653,['4119901'],Irrelevant
71249,['4043712'],Irrelevant
4996,['8251486'],Irrelevant
3399,['8336361'],Irrelevant
37760,['6629212'],Irrelevant
32229,['6711212'],Irrelevant
5262,['8233052'],Irrelevant
83246,['2937864'],Irrelevant
87185,['479704'],Irrelevant
55317,['5309230'],Irrelevant
70071,['4148489'],Irrelevant
78390,['3420888'],Irrelevant
71473,['4037574'],Irrelevant
6731,['8160099'],Irrelevant
66545,['4425335'],Irrelevant
76311,['3610445'],Irrelevant
58775,['4983612'],Irrelevant
2015,['8413043'],Irrelevant
78306,['3464789'],Irrelevant
14852,['7698708'],Irrelevant
47995,['5779644'],Irrelevant
69808,['4168203'],Irrelevant
73038,['3903022'],Irrelevant
7418,['8108245'],Irrelevant
37566,['6408571'],Irrelevant
46694,['5873015'],Irrelevant
59350,['4958483'],Irrelevant
82315,['3032644'],Irrelevant
36889,['6523350'],Irrelevant
64687,['4550162'],Irrelevant
8312,['8061032'],Irrelevant
76149,['4332838'],Irrelevant
69089,['4214306'],Irrelevant
1350,['8450383'],Irrelevant
38297,['6374527'],Irrelevant
72863,['3916513'],Irrelevant
36823,['6973149'],Irrelevant
68874,['4263433'],Irrelevant
37229,['6426229'],Irrelevant
38491,['6365497'],Irrelevant
29582,['6873530'],Irrelevant
73005,['3910188'],Irrelevant
80490,['6264602'],Irrelevant
27667,['7076739'],Irrelevant
72580,['3930595'],Irrelevant
78925,['3385599'],Irrelevant
24482,['7168692'],Irrelevant
48792,['7289012'],Irrelevant
41473,['6224195'],Irrelevant
6962,['8141646'],Irrelevant
69132,['4216657'],Irrelevant
68296,['4295596'],Irrelevant
38964,['6383707'],Irrelevant
11014,['7872235'],Irrelevant
41854,['6176001'],Irrelevant
7456,['8123907'],Irrelevant
62791,['4709330'],Irrelevant
7531,['8101994'],Irrelevant
42193,['6148246'],Irrelevant
55850,['5926638'],Irrelevant
35729,['6518965'],Irrelevant
59406,['4935851'],Irrelevant
10047,['7919997'],Irrelevant
2885,['8327810'],Irrelevant
42713,['6125611'],Irrelevant
52758,['5479002'],Irrelevant
36155,['6631850'],Irrelevant
7459,['8123884'],Irrelevant
17617,['7530939'],Irrelevant
58896,['4976326'],Irrelevant
44550,['6005529'],Irrelevant
74236,['3789753'],Irrelevant
6600,['8167064'],Irrelevant
13736,['7759150'],Irrelevant
57922,['5039188'],Irrelevant
68666,['4252081'],Irrelevant
11688,['7873443'],Irrelevant
46336,['5875258'],Irrelevant
69958,['4166297'],Irrelevant
38961,['6412054'],Irrelevant
41534,['6603266'],Irrelevant
18984,['7444841'],Irrelevant
65880,['4466536'],Irrelevant
68052,['4318199'],Irrelevant
21171,['7405413'],Irrelevant
79960,['3273461'],Irrelevant
5346,['8234338'],Irrelevant
45036,['5974026'],Irrelevant
49031,['5744654'],Irrelevant
22828,['7240984'],Irrelevant
72049,['3976045'],Irrelevant
19627,['7465043'],Irrelevant
7864,['8074116'],Irrelevant
26197,['7046755'],Irrelevant
30632,['6843984'],Irrelevant
54231,['5381081'],Irrelevant
64599,['4663710'],Irrelevant
9744,['7938518'],Irrelevant
59663,['4918941'],Irrelevant
50495,['5666406'],Irrelevant
53610,['6138211'],Irrelevant
1184,['8461471'],Irrelevant
55341,['5306396'],Irrelevant
41289,['6447499'],Irrelevant
55324,['5516204'],Irrelevant
20694,['7397072'],Irrelevant
5078,['8210179'],Irrelevant
28390,['6930219'],Irrelevant
6627,['8157355'],Irrelevant
62441,['6273348'],Irrelevant
56806,['5125707'],Irrelevant
32895,['6719093'],Irrelevant
14646,['7686763'],Irrelevant
11578,['7844992'],Irrelevant
57347,['5328827'],Irrelevant
68488,['7110471'],Irrelevant
10000,['8140672'],Irrelevant
52476,['5687497'],Irrelevant
268,['8507690'],Irrelevant
9761,['7941085'],Irrelevant
20455,['7367369'],Irrelevant
59196,['4954987'],Irrelevant
20312,['7392344'],Irrelevant
23405,['7201708'],Irrelevant
80858,['3250601'],Irrelevant
8768,['8039141'],Irrelevant
75750,['3680313'],Irrelevant
28657,['6917490'],Irrelevant
30953,['6788996'],Irrelevant
83095,['2915995'],Irrelevant
14828,['7891884'],Irrelevant
51684,['6010091'],Irrelevant
29624,['6882964'],Irrelevant
41760,['6738215'],Irrelevant
82127,['3044728'],Irrelevant
66510,['4533114'],Irrelevant
62924,['4700066'],Irrelevant
4748,['8267928'],Irrelevant
36408,['6581888'],Irrelevant
77747,['3538696'],Irrelevant
11785,['7896880'],Irrelevant
1065,['8466533'],Irrelevant
69944,['4150397'],Irrelevant
33800,['6691921'],Irrelevant
35493,['6567159'],Irrelevant
7696,['8061946'],Irrelevant
23866,['7255678'],Irrelevant
32550,['6770508'],Irrelevant
55915,['5522971'],Irrelevant
70018,['4158104'],Irrelevant
48979,['5716537'],Irrelevant
73391,['3948035'],Irrelevant
70442,['4231636'],Irrelevant
195,['8514726'],Irrelevant
62236,['4746560'],Irrelevant
1936,['8417073'],Irrelevant
43866,['6045864'],Irrelevant
4848,['8241148'],Irrelevant
45262,['5968218'],Irrelevant
169,['8492797'],Irrelevant
66725,['4515247'],Irrelevant
87605,['45583'],Irrelevant
39353,['6322272'],Irrelevant
66211,['4498270'],Irrelevant
68207,['4303012'],Irrelevant
53280,['5536400'],Irrelevant
56432,['5201305'],Irrelevant
72257,['3958547'],Irrelevant
19787,['7835195'],Irrelevant
44380,['6018989'],Irrelevant
53585,['7121526'],Irrelevant
7897,['8053291'],Irrelevant
47909,['5828182'],Irrelevant
68787,['4251943'],Irrelevant
61972,['4754349'],Irrelevant
87541,['7155728'],Irrelevant
77731,['3485146'],Irrelevant
6270,['8188363'],Irrelevant
85959,['2077867'],Irrelevant
3285,['8347157'],Irrelevant
70317,['4208374'],Irrelevant
38012,['6441883'],Irrelevant
32849,['6711299'],Irrelevant
25001,['7384044'],Irrelevant
33159,['6701335'],Irrelevant
83469,['2882046'],Irrelevant
25593,['7063716'],Irrelevant
14870,['7673291'],Irrelevant
33831,['6616338'],Irrelevant
50992,['5581464'],Irrelevant
11405,['8033981'],Irrelevant
67607,['4337339'],Irrelevant
54724,['5347171'],Irrelevant
84077,['2784474'],Irrelevant
52720,['5476687'],Irrelevant
74213,['3852516'],Irrelevant
84233,['2957483'],Irrelevant
67081,['4395868'],Irrelevant
86455,['1559695'],Irrelevant
39609,['6356849'],Irrelevant
81925,['3103178'],Irrelevant
85109,['2740698'],Irrelevant
9235,['7971479'],Irrelevant
56195,['5406825'],Irrelevant
488,['8486155'],Irrelevant
11697,['7865434'],Irrelevant
28249,['6937930'],Irrelevant
32882,['7001536'],Irrelevant
24004,['7186420'],Irrelevant
42629,['6269565'],Irrelevant
22577,['7344411'],Irrelevant
818,['8450799'],Irrelevant
54437,['5386958'],Irrelevant
59643,['4920743'],Irrelevant
60108,['4913728'],Irrelevant
35933,['7109472'],Irrelevant
39862,['6393307'],Irrelevant
3517,['8322058'],Irrelevant
64469,['4568539'],Irrelevant
46999,['5834644'],Irrelevant
51999,['6152268'],Irrelevant
62010,['4750209'],Irrelevant
46899,['6017402'],Irrelevant
49196,['5702480'],Irrelevant
49835,['5662634'],Irrelevant
47494,['5812110'],Irrelevant
84696,['2669165'],Irrelevant
63815,['4620817'],Irrelevant
35516,['6824459'],Irrelevant
42722,['6117258'],Irrelevant
13197,['8085954'],Irrelevant
47237,['5902320'],Irrelevant
66869,['4388731'],Irrelevant
61482,['4785742'],Irrelevant
55648,['5288299'],Irrelevant
20661,['7400221'],Irrelevant
69524,['4193274'],Irrelevant
87782,['2150588'],Irrelevant
71641,['4022067'],Irrelevant
78431,['4777006'],Irrelevant
71877,['4055453'],Irrelevant
75670,['3667795'],Irrelevant
48380,['5813892'],Irrelevant
57278,['5090351'],Irrelevant
44919,['5983419'],Irrelevant
48861,['5725903'],Irrelevant
85429,['2575531'],Irrelevant
74457,['3775120'],Irrelevant
30853,['6792183'],Irrelevant
63853,['4619200'],Irrelevant
66581,['4414059'],Irrelevant
72995,['5348969'],Irrelevant
61100,['4818419'],Irrelevant
27343,['7038231'],Irrelevant
14300,['7761378'],Irrelevant
78311,['4553591'],Irrelevant
32949,['6688370'],Irrelevant
23643,['7212177'],Irrelevant
12163,['7831016'],Irrelevant
10213,['7947350'],Irrelevant
45651,['6097362'],Irrelevant
49364,['5708039'],Irrelevant
49820,['5705351'],Irrelevant
51413,['5559489'],Irrelevant
72914,['3899028'],Irrelevant
16047,['7660073'],Irrelevant
83568,['2864511'],Irrelevant
31189,['6775057'],Irrelevant
72672,['3922718'],Irrelevant
82209,['3042917'],Irrelevant
77577,['3545945'],Irrelevant
35086,['6544284'],Irrelevant
51735,['5547796'],Irrelevant
33579,['6676987'],Irrelevant
67478,['4512058'],Irrelevant
48800,['5748651'],Irrelevant
5897,['8209778'],Irrelevant
62143,['4740856'],Irrelevant
11308,['7860014'],Irrelevant
15046,['7668383'],Irrelevant
62113,['4744058'],Irrelevant
84760,['2658808'],Irrelevant
53483,['5447912'],Irrelevant
74294,['3810743'],Irrelevant
86301,['2275189'],Irrelevant
81937,['3069000'],Irrelevant
43303,['6088210'],Irrelevant
32879,['6689329'],Irrelevant
4906,['8258161'],Irrelevant
11832,['7829033'],Irrelevant
58653,['4994277'],Irrelevant
16000,['7644814'],Irrelevant
75262,['3701575'],Irrelevant
25657,['7157715'],Irrelevant
68261,['4325532'],Irrelevant
15493,['7640575'],Irrelevant
7463,['8123702'],Irrelevant
48694,['5749900'],Irrelevant
85274,['2592718'],Irrelevant
66367,['4436071'],Irrelevant
85914,['2229831'],Irrelevant
81447,['3219029'],Irrelevant
8103,['8070182'],Irrelevant
3470,['8291104'],Irrelevant
4330,['8292331'],Irrelevant
55040,['5468770'],Irrelevant
27080,['7037422'],Irrelevant
48765,['5730597'],Irrelevant
46269,['5882647'],Irrelevant
22433,['7321163'],Irrelevant
66019,['4467607'],Irrelevant
25528,['7067590'],Irrelevant
10773,['7918096'],Irrelevant
25813,['7397880'],Irrelevant
83968,['2806260'],Irrelevant
23497,['7282259'],Irrelevant
28278,['6982817'],Irrelevant
18401,['7508320'],Irrelevant
46843,['5847654'],Irrelevant
22663,['7247265'],Irrelevant
29157,['6889531'],Irrelevant
21982,['7285544'],Irrelevant
20218,['7376197'],Irrelevant
9573,['8001127'],Irrelevant
55232,['5432256'],Irrelevant
86927,['3367570'],Irrelevant
86120,['1867380'],Irrelevant
51194,['5573783'],Irrelevant
51386,['5559802'],Irrelevant
75109,['3720178'],Irrelevant
25472,['7073244'],Irrelevant
53842,['5407278'],Irrelevant
69245,['4212837'],Irrelevant
26778,['7032734'],Irrelevant
48682,['5735905'],Irrelevant
7994,['8071387'],Irrelevant
73404,['3862718'],Irrelevant
25735,['7157549'],Irrelevant
75586,['3775562'],Irrelevant
8904,['8018845'],Irrelevant
39387,['6328984'],Irrelevant
44677,['5997636'],Irrelevant
80379,['3230597'],Irrelevant
21541,['7360490'],Irrelevant
51372,['5561116'],Irrelevant
26437,['7044076'],Irrelevant
76211,['4078470'],Irrelevant
54328,['5383075'],Irrelevant
64715,['4552882'],Irrelevant
32867,['6723858'],Irrelevant
69285,['4199713'],Irrelevant
29437,['6879622'],Irrelevant
34751,['6579829'],Irrelevant
5021,['8248113'],Irrelevant
40219,['6292648'],Irrelevant
61278,['4820622'],Irrelevant
46379,['5877369'],Irrelevant
16894,['7535050'],Irrelevant
41397,['6316862'],Irrelevant
44072,['6088269'],Irrelevant
821,['8428311'],Irrelevant
3177,['8350879'],Irrelevant
68834,['4239038'],Irrelevant
1597,['8434095'],Irrelevant
74120,['3853101'],Irrelevant
63313,['4657910'],Irrelevant
63242,['5320678'],Irrelevant
26677,['7014758'],Irrelevant
67335,['4355373'],Irrelevant
1663,['8431147'],Irrelevant
77720,['3486885'],Irrelevant
53877,['5402949'],Irrelevant
23846,['7182649'],Irrelevant
57133,['5104390'],Irrelevant
62478,['4712050'],Irrelevant
18024,['7482967'],Irrelevant
57676,['5058510'],Irrelevant
40771,['6277882'],Irrelevant
23752,['7281776'],Irrelevant
47244,['5829535'],Irrelevant
66095,['4452179'],Irrelevant
5332,['8234714'],Irrelevant
38091,['6406540'],Irrelevant
55085,['5323390'],Irrelevant
54088,['5871273'],Irrelevant
10300,['8190611'],Irrelevant
5986,['8201815'],Irrelevant
40031,['6288939'],Irrelevant
42715,['6125393'],Irrelevant
3555,['8269202'],Irrelevant
2762,['8362567'],Irrelevant
47671,['5799255'],Irrelevant
40850,['6240167'],Irrelevant
25368,['7770792'],Irrelevant
20159,['7377396'],Irrelevant
22154,['7344559'],Irrelevant
69074,['4281341'],Irrelevant
44054,['6034288'],Irrelevant
86502,['1480597'],Irrelevant
87307,['317360'],Irrelevant
7543,['8076188'],Irrelevant
7804,['8057819'],Irrelevant
63431,['4735833'],Irrelevant
64886,['4539700'],Irrelevant
80552,['3271231'],Irrelevant
64308,['4678107'],Irrelevant
80398,['3556280'],Irrelevant
34696,['6691555'],Irrelevant
30020,['6857657'],Irrelevant
58719,['5450525'],Irrelevant
26691,['7012409'],Irrelevant
46217,['5893755'],Irrelevant
67652,['5466256'],Irrelevant
2525,['8391351'],Irrelevant
54027,['5394733'],Irrelevant
4151,['8300670'],Irrelevant
69299,['4215537'],Irrelevant
71037,['4075778'],Irrelevant
81638,['3102655'],Irrelevant
20278,['7375759'],Irrelevant
49410,['5690327'],Irrelevant
62046,['4905994'],Irrelevant
7527,['8107479'],Irrelevant
21936,['7286513'],Irrelevant
80290,['3246779'],Irrelevant
71969,['3974874'],Irrelevant
27867,['6954499'],Irrelevant
41494,['6192641'],Irrelevant
37252,['6470481'],Irrelevant
